Days,Miles,Receipts,
14,1148.00,1037.43,
14,138.00,472.00,
11,301.00,773.77,
12,276.00,228.10,
6,473.00,1913.41,
11,1087.00,2481.84,
8,571.00,938.61,
6,83.00,2468.52,
3,855.00,913.25,
10,231.00,647.56,
3,990.00,336.68,
10,799.00,1544.97,
11,853.00,273.09,
14,381.00,1786.56,
14,61.00,1206.80,
12,204.00,1755.51,
4,150.00,962.92,
2,1072.00,1342.69,
12,762.00,657.25,
13,750.00,1121.16,
3,855.00,830.89,
13,1137.00,73.76,
5,941.00,1131.64,
3,1128.00,56.05,
12,711.00,1215.19,
7,875.00,1715.58,
13,521.00,1323.17,
6,936.00,1339.96,
11,987.00,851.21,
9,643.00,487.72,
9,753.00,2070.68,
1,424.00,232.06,
4,116.00,1786.98,
7,908.00,104.27,
1,644.00,2032.91,
8,276.00,272.92,
12,1117.00,1122.74,
7,541.00,902.58,
5,22.00,1991.33,
12,126.00,516.60,
8,966.00,1288.80,
5,384.00,682.89,
1,78.00,15.66,
4,576.00,635.56,
14,321.00,459.62,
12,724.00,1528.33,
13,942.00,1625.79,
10,888.00,2047.05,
7,470.00,2180.22,
6,1185.00,1661.14,
2,133.00,1445.28,
5,1060.00,1011.48,
6,503.00,577.54,
12,337.00,754.24,
8,115.00,2109.91,
8,619.00,37.37,
11,211.00,210.80,
6,632.00,2450.98,
11,495.00,680.25,
3,649.00,399.72,
4,168.00,1990.25,
12,232.00,1774.34,
10,1204.00,478.08,
4,876.00,2422.41,
11,676.00,1635.70,
14,255.00,677.74,
13,862.00,1713.18,
10,510.00,2131.47,
4,374.00,2218.98,
12,369.00,2340.73,
1,961.00,1866.34,
4,12.00,2247.39,
1,212.00,843.32,
5,469.00,756.52,
1,633.00,430.16,
10,423.00,2479.42,
11,225.00,1876.62,
12,537.00,1121.10,
3,696.00,1602.94,
13,713.00,333.21,
3,234.00,1428.79,
2,217.00,1784.81,
1,1043.00,370.56,
13,644.00,1044.04,
12,1202.00,758.15,
8,462.00,1164.86,
9,1115.00,2190.16,
9,553.00,1153.71,
2,1064.00,1018.81,
7,1175.00,1186.01,
10,187.00,439.68,
14,640.00,86.94,
4,557.00,529.79,
11,593.00,1135.80,
2,614.00,1470.67,
9,341.00,663.88,
1,571.00,1139.62,
7,868.00,2128.09,
14,415.00,1141.40,
6,317.00,2139.04,
12,734.00,607.34,
5,52.00,727.40,
13,1079.00,916.66,
12,207.00,129.93,
2,773.00,1247.51,
11,482.00,1008.29,
8,300.00,864.83,
8,239.00,1206.77,
11,1128.00,290.38,
10,43.00,1096.73,
1,1146.00,888.94,
10,524.00,261.56,
13,992.00,1921.39,
9,266.00,2403.86,
2,1151.00,445.30,
8,919.00,1936.24,
2,324.00,2278.83,
14,475.00,1031.20,
8,51.00,267.06,
12,794.00,1077.86,
14,760.00,557.88,
5,103.00,288.45,
8,949.00,308.18,
3,560.00,2146.99,
1,323.00,80.10,
5,45.00,2009.82,
13,120.00,817.57,
4,123.00,2169.10,
12,32.00,1621.30,
4,286.00,2301.80,
5,1166.00,559.01,
14,93.00,1380.24,
12,1194.00,1168.58,
8,101.00,106.88,
9,289.00,2156.79,
2,392.00,684.07,
10,196.00,1476.57,
3,564.00,1707.33,
12,793.00,133.96,
12,1014.00,1749.99,
13,1113.00,722.94,
7,713.00,1668.18,
2,702.00,2320.74,
1,1184.00,1508.72,
12,1027.00,1865.49,
9,379.00,765.79,
13,133.00,1857.09,
9,149.00,1078.05,
11,340.00,902.65,
1,415.00,2124.48,
9,811.00,1875.67,
3,191.00,163.55,
1,680.00,855.31,
5,810.00,426.17,
5,1085.00,196.83,
14,205.00,2352.62,
3,868.00,163.47,
11,394.00,593.25,
10,1121.00,2117.84,
8,257.00,1187.05,
12,838.00,351.36,
1,502.00,227.27,
1,560.00,1889.62,
5,1095.00,475.58,
2,1083.00,715.99,
2,518.00,1005.11,
6,444.00,236.89,
4,720.00,1948.76,
12,66.00,1247.05,
12,1151.00,2388.03,
9,1020.00,584.83,
11,600.00,2256.87,
8,596.00,109.64,
5,1118.00,1011.06,
11,724.00,1157.82,
9,443.00,1952.25,
9,600.00,1064.37,
13,1024.00,1178.81,
1,549.00,1272.71,
6,247.00,1433.99,
3,278.00,2063.95,
1,1062.00,1020.86,
14,1157.00,2073.18,
6,955.00,1546.24,
8,232.00,2278.47,
10,38.00,715.93,
8,750.00,1314.39,
11,199.00,119.49,
2,862.00,1307.26,
9,450.00,125.02,
13,520.00,1194.06,
7,7.00,2266.12,
12,467.00,689.88,
5,836.00,1026.80,
14,714.00,800.52,
12,1122.00,1684.93,
4,1059.00,1992.17,
1,83.00,375.49,
10,54.00,1807.29,
12,267.00,1811.52,
8,988.00,542.49,
3,385.00,890.68,
10,644.00,818.82,
5,331.00,1514.72,
1,1163.00,1734.29,
5,705.00,378.48,
12,1106.00,2216.70,
6,496.00,1686.43,
6,522.00,1327.34,
7,1142.00,1122.17,
14,629.00,1789.06,
12,497.00,1005.63,
2,302.00,1690.67,
12,1196.00,556.44,
10,247.00,1374.35,
6,459.00,978.50,
1,58.00,580.52,
4,1070.00,1968.77,
6,925.00,1937.68,
4,1075.00,880.78,
9,590.00,745.26,
10,798.00,2478.10,
9,15.00,319.59,
5,230.00,48.63,
4,266.00,479.64,
12,673.00,1863.85,
2,703.00,1053.85,
,,,
Days,Miles,Receipts,
1.00,5.00,0.27,Min
14.00,1348.59,2479.02,Max
5.87,565.81,878.85,Average
5.00,593.00,803.78,Median
